customer_id,age,gender,city,category,purchase_channel,payment_method,loyalty_tier,purchase_amount_inr,discount_applied,discount_pct,review_rating,days_since_last_purchase,total_orders_last_year,returned_item,subscribed_newsletter,churned
CUST00222,26,Female,Delhi,Books,Online App,Cash on Delivery,Silver,326.77,1,20.6,4.6,37,5,0,0,0
CUST00223,29,Female,Ahmedabad,Sports & Fitness,Online App,Net Banking,Silver,2294.15,0,0.0,4.0,25,11,0,0,0
CUST00224,40,Male,Hyderabad,Sports & Fitness,Online App,Net Banking,Bronze,898.28,0,0.0,4.2,18,3,1,1,0
CUST00225,18,Male,Ahmedabad,Electronics,Online App,Credit Card,Gold,4858.11,1,39.2,4.3,18,8,0,0,0
CUST00226,38,Female,Ahmedabad,Grocery,In-Store,Net Banking,Bronze,893.27,1,28.2,1.6,2,5,0,1,1
CUST00227,47,Female,Delhi,Apparel,In-Store,Net Banking,Silver,1593.87,1,12.8,3.7,16,10,0,0,0
CUST00228,46,Female,Ahmedabad,Books,Website,Net Banking,Silver,465.36,1,13.7,3.2,55,5,0,0,0
CUST00229,45,Male,Mumbai,Grocery,Website,Cash on Delivery,Gold,420.54,1,5.5,3.6,32,13,0,0,0
CUST00230,36,Male,Ahmedabad,Sports & Fitness,Website,UPI,Bronze,2116.44,0,0.0,4.6,58,8,0,0,0
CUST00231,33,Male,Bangalore,Sports & Fitness,In-Store,Credit Card,Gold,2127.45,1,16.2,4.6,76,6,0,1,0
CUST00232,22,Female,Hyderabad,Home & Kitchen,In-Store,Cash on Delivery,Bronze,305.06,0,0.0,4.9,6,7,0,1,0
CUST00233,47,Male,Kolkata,Sports & Fitness,Website,Debit Card,Platinum,1988.1,1,32.5,3.6,35,6,0,0,0
CUST00234,35,Male,Pune,Beauty & Personal Care,Online App,Cash on Delivery,Silver,646.68,1,15.5,4.7,25,6,0,1,0
CUST00235,30,Male,Bhopal,Beauty & Personal Care,In-Store,Cash on Delivery,Silver,422.62,0,0.0,3.5,14,5,0,0,0
CUST00236,36,Male,Ahmedabad,Grocery,Online App,Cash on Delivery,Gold,635.49,0,0.0,3.1,60,5,0,1,0
CUST00237,23,Male,Delhi,Apparel,In-Store,Cash on Delivery,Gold,718.1,1,21.8,4.1,41,3,0,0,0
CUST00238,34,Male,Hyderabad,Apparel,In-Store,UPI,Gold,2003.26,1,37.0,5.0,47,3,0,1,0
CUST00239,43,Female,Hyderabad,Sports & Fitness,Online App,Debit Card,Bronze,2907.31,0,0.0,2.9,40,7,0,0,1
CUST00240,23,Female,Ahmedabad,Electronics,In-Store,Net Banking,Gold,6385.17,0,0.0,5.0,23,2,0,0,0
CUST00241,32,Male,Jaipur,Grocery,Online App,Credit Card,Bronze,839.3,1,25.4,3.6,50,2,0,0,1
CUST00242,38,Male,Chennai,Apparel,Online App,Credit Card,Silver,1308.15,1,29.0,3.6,110,4,0,1,1
CUST00243,51,Female,Ahmedabad,Apparel,Website,Debit Card,Bronze,1819.38,1,22.1,4.6,4,3,1,0,0
CUST00244,23,Male,Bhopal,Electronics,In-Store,UPI,Platinum,3242.51,1,31.8,3.1,12,5,0,1,0
CUST00245,38,Male,Delhi,Books,Online App,Credit Card,Silver,531.46,0,0.0,2.6,43,7,0,1,0
CUST00246,36,Female,Ahmedabad,Electronics,Online App,Cash on Delivery,Silver,5958.62,0,0.0,3.7,49,9,0,0,0
CUST00247,28,Female,Mumbai,Sports & Fitness,In-Store,Net Banking,Gold,523.08,1,8.7,3.3,30,6,0,0,0
CUST00248,34,Male,Jaipur,Sports & Fitness,Online App,Debit Card,Bronze,2369.07,0,0.0,4.2,75,4,0,0,0
CUST00249,18,Male,Hyderabad,Home & Kitchen,Website,UPI,Silver,2668.89,1,31.6,4.8,70,8,0,0,0
CUST00250,28,Female,Mumbai,Books,Online App,Credit Card,Bronze,481.54,1,27.6,5.0,9,9,0,1,0
CUST00251,29,Male,Bhopal,Electronics,Online App,Cash on Delivery,Silver,3968.84,0,0.0,4.8,32,2,0,1,0
CUST00252,44,Male,Bangalore,Grocery,Online App,Credit Card,Silver,621.31,1,29.9,4.3,19,4,0,0,0
CUST00253,18,Male,Jaipur,Apparel,Website,Net Banking,Silver,928.91,0,0.0,4.8,24,8,0,1,0
CUST00254,56,Male,Bhopal,Books,In-Store,UPI,Bronze,495.33,0,0.0,3.1,5,5,0,1,0
CUST00255,18,Female,Chennai,Electronics,Website,Net Banking,Silver,4967.23,0,0.0,3.9,37,3,1,0,0
CUST00256,25,Female,Delhi,Grocery,Website,Credit Card,Gold,1048.46,0,0.0,4.0,77,9,0,1,0
CUST00257,30,Male,Kolkata,Home & Kitchen,Online App,UPI,Bronze,3027.81,0,0.0,4.3,3,7,0,0,0
CUST00258,34,Male,Delhi,Apparel,Online App,Cash on Delivery,Silver,597.94,0,0.0,2.6,3,5,0,0,0
CUST00259,31,Male,Jaipur,Sports & Fitness,Website,Net Banking,Bronze,3319.3,0,0.0,4.1,3,10,0,1,0
CUST00260,50,Male,Jaipur,Sports & Fitness,Online App,Net Banking,Bronze,2013.53,0,0.0,4.3,107,9,0,0,1
CUST00261,22,Male,Kolkata,Home & Kitchen,Online App,Net Banking,Gold,1509.41,0,0.0,3.6,107,4,1,1,1
CUST00262,18,Female,Jaipur,Sports & Fitness,Online App,UPI,Bronze,2598.0,0,0.0,4.4,14,6,0,1,0
CUST00263,39,Female,Chennai,Beauty & Personal Care,Online App,Cash on Delivery,Bronze,407.83,0,0.0,4.7,75,6,1,0,0
CUST00264,20,Female,Bangalore,Beauty & Personal Care,In-Store,Debit Card,Gold,780.25,1,38.9,4.3,36,5,0,0,0
CUST00265,28,Female,Kolkata,Home & Kitchen,Online App,Cash on Delivery,Bronze,2767.27,1,11.3,3.3,4,7,0,0,0
CUST00266,35,Female,Hyderabad,Beauty & Personal Care,Website,UPI,Gold,1337.33,1,19.3,3.4,37,3,0,1,0
CUST00267,48,Male,Pune,Books,Online App,Net Banking,Gold,563.35,0,0.0,4.9,44,12,1,0,0
CUST00268,56,Female,Bhopal,Sports & Fitness,In-Store,Net Banking,Silver,2250.37,1,17.6,4.7,40,6,1,0,0
CUST00269,46,Male,Delhi,Grocery,Online App,Debit Card,Bronze,1001.74,1,24.7,2.7,7,7,0,1,0
CUST00270,43,Female,Kolkata,Electronics,Online App,Debit Card,Bronze,5441.54,1,24.5,5.0,54,8,0,0,0
CUST00271,53,Female,Kolkata,Beauty & Personal Care,Website,Cash on Delivery,Silver,1466.29,0,0.0,3.5,1,6,1,0,0
CUST00272,32,Female,Kolkata,Electronics,Online App,Credit Card,Bronze,4200.36,0,0.0,4.1,60,7,0,0,0
CUST00273,31,Female,Ahmedabad,Electronics,Online App,Net Banking,Bronze,3627.67,0,0.0,4.2,125,2,0,0,1
CUST00274,37,Female,Delhi,Books,In-Store,Credit Card,Silver,418.18,1,16.6,2.5,14,3,0,0,0
CUST00275,33,Female,Bangalore,Apparel,Website,Net Banking,Bronze,1430.13,1,35.9,4.7,17,3,0,0,0
CUST00276,26,Male,Hyderabad,Apparel,Online App,UPI,Silver,981.06,1,23.8,4.1,10,5,0,0,0
CUST00277,40,Male,Pune,Books,In-Store,Cash on Delivery,Platinum,150.0,0,0.0,3.6,39,5,0,0,0
CUST00278,37,Male,Chennai,Home & Kitchen,In-Store,Cash on Delivery,Bronze,3005.54,1,33.0,3.4,2,12,1,0,0
CUST00279,52,Male,Chennai,Electronics,Online App,UPI,Bronze,4365.46,1,22.9,1.0,81,6,0,0,0
CUST00280,18,Female,Kolkata,Apparel,Website,Cash on Delivery,Silver,2113.99,1,40.0,5.0,30,6,0,0,0
CUST00281,24,Male,Bangalore,Home & Kitchen,In-Store,Cash on Delivery,Bronze,1570.76,0,0.0,4.3,15,7,0,0,0
CUST00282,29,Female,Bhopal,Sports & Fitness,Website,Net Banking,Silver,2089.12,0,0.0,4.3,8,5,0,0,0
CUST00283,37,Male,Jaipur,Electronics,Website,Credit Card,Bronze,5175.39,0,0.0,5.0,7,5,0,0,0
CUST00284,41,Female,Jaipur,Books,Website,Net Banking,Silver,331.88,0,0.0,3.2,107,8,0,1,0
CUST00285,29,Female,Bhopal,Grocery,Website,Net Banking,Silver,807.24,1,8.6,4.0,42,4,0,1,0
CUST00286,18,Female,Mumbai,Beauty & Personal Care,Online App,UPI,Silver,1331.87,1,32.1,3.7,7,3,0,1,0
CUST00287,36,Female,Jaipur,Books,Online App,Cash on Delivery,Bronze,289.17,0,0.0,3.2,21,7,0,0,0
CUST00288,27,Female,Bhopal,Home & Kitchen,Website,Credit Card,Bronze,1636.81,1,15.1,3.8,0,5,0,1,0
CUST00289,39,Male,Bangalore,Grocery,Website,UPI,Platinum,754.84,1,9.4,4.5,51,8,0,0,0
CUST00290,18,Female,Hyderabad,Grocery,In-Store,Net Banking,Silver,945.29,1,14.4,5.0,207,4,0,0,0
CUST00291,28,Male,Kolkata,Sports & Fitness,Website,Debit Card,Silver,968.62,0,0.0,2.9,154,11,0,1,1
CUST00292,37,Male,Ahmedabad,Books,Website,Debit Card,Gold,564.38,1,18.9,2.9,23,8,1,1,0
CUST00293,47,Female,Pune,Home & Kitchen,In-Store,Debit Card,Silver,1972.21,0,0.0,4.2,34,5,0,1,0
CUST00294,27,Male,Mumbai,Electronics,Website,Net Banking,Bronze,6140.45,1,10.5,4.0,18,9,0,1,0
CUST00295,32,Female,Hyderabad,Books,In-Store,Debit Card,Bronze,466.81,1,14.6,2.9,5,5,0,0,1
CUST00296,60,Female,Bangalore,Electronics,Online App,Debit Card,Gold,2786.55,1,20.0,4.0,8,9,0,0,0
CUST00297,29,Male,Ahmedabad,Electronics,Online App,Credit Card,Silver,7897.84,0,0.0,4.4,13,8,0,0,0
CUST00298,19,Male,Kolkata,Books,Online App,UPI,Bronze,437.71,0,0.0,3.1,29,8,0,0,0
CUST00299,36,Female,Pune,Apparel,Online App,Credit Card,Silver,1415.62,1,7.4,3.4,29,6,0,1,0
CUST00300,34,Male,Ahmedabad,Home & Kitchen,Website,Credit Card,Platinum,2434.67,1,20.5,3.1,125,7,0,1,0
CUST00301,28,Male,Delhi,Sports & Fitness,Website,Debit Card,Platinum,1592.07,0,0.0,2.9,50,4,0,0,0
CUST00302,18,Male,Hyderabad,Sports & Fitness,Website,Cash on Delivery,Bronze,1732.76,1,5.9,3.4,8,12,0,1,0
CUST00303,55,Male,Bhopal,Sports & Fitness,Website,Net Banking,Bronze,2052.68,0,0.0,5.0,78,7,1,1,0
CUST00304,28,Female,Kolkata,Electronics,Online App,Cash on Delivery,Bronze,8730.37,1,5.4,1.5,16,3,0,0,0
CUST00305,50,Female,Jaipur,Beauty & Personal Care,Online App,Credit Card,Gold,650.83,1,32.0,5.0,73,5,0,0,0
CUST00306,21,Female,Hyderabad,Electronics,In-Store,Net Banking,Silver,6808.25,1,22.5,4.9,5,6,0,1,0
CUST00307,30,Male,Bhopal,Sports & Fitness,Website,Debit Card,Bronze,929.18,0,0.0,4.3,3,2,1,1,1
CUST00308,36,Male,Bhopal,Home & Kitchen,Online App,UPI,Bronze,1203.25,0,0.0,4.2,11,4,1,0,0
CUST00309,32,Male,Delhi,Beauty & Personal Care,Online App,Cash on Delivery,Silver,1166.28,0,0.0,2.2,1,3,0,1,0
CUST00310,48,Male,Mumbai,Books,Online App,UPI,Bronze,150.0,1,23.3,5.0,163,7,0,1,1
CUST00311,38,Male,Chennai,Apparel,Website,Debit Card,Gold,1425.62,0,0.0,3.3,76,5,1,0,0
CUST00312,26,Female,Pune,Sports & Fitness,Online App,Cash on Delivery,Silver,150.0,0,0.0,3.6,18,6,0,0,0
CUST00313,25,Male,Chennai,Apparel,Online App,UPI,Gold,554.12,1,9.0,5.0,2,3,0,0,0
CUST00314,24,Male,Hyderabad,Electronics,Website,Net Banking,Platinum,5442.11,0,0.0,3.6,101,7,1,0,0
CUST00315,39,Female,Hyderabad,Home & Kitchen,Online App,Debit Card,Bronze,1587.64,0,0.0,5.0,14,9,0,0,0
CUST00316,21,Male,Bangalore,Apparel,In-Store,UPI,Platinum,569.21,0,0.0,5.0,25,9,0,0,0
CUST00317,41,Female,Chennai,Electronics,Website,UPI,Bronze,3196.36,0,0.0,4.4,4,9,0,1,0
CUST00318,29,Male,Ahmedabad,Home & Kitchen,Website,Net Banking,Platinum,3007.81,1,30.6,3.2,11,5,0,1,0
CUST00319,45,Male,Mumbai,Beauty & Personal Care,Online App,Cash on Delivery,Bronze,1017.16,1,35.7,3.6,118,2,1,0,1
CUST00320,18,Female,Pune,Electronics,Online App,Credit Card,Silver,2572.47,1,39.0,5.0,35,4,0,0,0
CUST00321,51,Male,Hyderabad,Grocery,Website,Debit Card,Silver,1246.32,1,25.3,3.2,4,6,0,1,0
CUST00322,34,Female,Delhi,Sports & Fitness,Website,Net Banking,Silver,2234.34,0,0.0,4.2,70,4,0,1,0
CUST00323,41,Female,Chennai,Home & Kitchen,Website,Credit Card,Bronze,1198.84,0,0.0,5.0,0,6,0,0,0
CUST00324,53,Male,Delhi,Apparel,Online App,Debit Card,Silver,1311.09,0,0.0,4.5,4,4,1,0,0
CUST00325,19,Female,Ahmedabad,Home & Kitchen,In-Store,UPI,Bronze,1533.09,1,33.9,3.9,85,7,0,0,0
CUST00326,30,Female,Bangalore,Electronics,Website,Debit Card,Bronze,3990.8,0,0.0,3.3,4,9,0,1,0
CUST00327,47,Male,Mumbai,Beauty & Personal Care,In-Store,Cash on Delivery,Gold,1311.07,0,0.0,3.2,45,9,0,1,0
CUST00328,29,Male,Delhi,Electronics,Online App,Credit Card,Bronze,3672.81,1,18.0,2.3,43,4,0,1,1
CUST00329,46,Female,Delhi,Electronics,In-Store,Credit Card,Platinum,8676.07,0,0.0,4.1,35,5,0,1,0
CUST00330,24,Female,Delhi,Electronics,In-Store,UPI,Bronze,6144.79,1,33.8,2.5,102,9,0,0,1
CUST00331,22,Female,Bangalore,Home & Kitchen,Online App,Credit Card,Bronze,3282.4,0,0.0,3.0,63,7,0,1,0
CUST00332,51,Male,Pune,Beauty & Personal Care,Online App,Cash on Delivery,Silver,928.29,0,0.0,2.0,7,7,0,0,0
CUST00333,26,Male,Bhopal,Grocery,Online App,Net Banking,Gold,1246.91,0,0.0,3.4,75,8,0,0,0
CUST00334,35,Female,Kolkata,Home & Kitchen,Online App,Debit Card,Silver,1216.38,0,0.0,3.6,59,5,0,0,0
CUST00335,36,Female,Bhopal,Home & Kitchen,Website,Credit Card,Platinum,3423.84,0,0.0,4.0,107,4,0,0,1
CUST00336,25,Male,Hyderabad,Sports & Fitness,In-Store,Net Banking,Bronze,2164.02,1,34.6,5.0,79,7,0,0,0
CUST00337,38,Female,Jaipur,Electronics,Website,Debit Card,Platinum,150.0,1,24.7,4.5,50,5,0,1,0
CUST00338,35,Female,Bhopal,Home & Kitchen,Online App,UPI,Bronze,1606.06,0,0.0,3.5,26,6,0,0,0
CUST00339,37,Male,Chennai,Sports & Fitness,Online App,Credit Card,Bronze,2670.01,0,0.0,4.9,36,11,0,1,0
CUST00340,27,Male,Mumbai,Apparel,Website,Credit Card,Gold,1872.19,1,35.1,4.4,33,4,1,0,0
CUST00341,28,Female,Jaipur,Electronics,Online App,Debit Card,Bronze,2240.76,0,0.0,3.8,32,5,1,1,0
CUST00342,27,Female,Chennai,Apparel,Website,Cash on Delivery,Silver,2013.95,1,32.5,5.0,94,4,0,0,0
CUST00343,57,Male,Kolkata,Home & Kitchen,Website,Debit Card,Bronze,2724.83,1,38.2,3.5,3,3,1,0,0
CUST00344,43,Male,Bangalore,Sports & Fitness,Online App,Cash on Delivery,Bronze,2029.8,1,37.8,4.0,6,3,0,1,0
CUST00345,21,Male,Chennai,Home & Kitchen,Online App,UPI,Gold,3757.75,1,30.5,1.5,1,5,0,0,0
CUST00346,30,Male,Hyderabad,Books,Online App,Debit Card,Gold,199.11,1,6.7,3.4,4,6,0,0,0
CUST00347,46,Male,Kolkata,Beauty & Personal Care,In-Store,Debit Card,Silver,674.17,0,0.0,3.9,11,7,0,1,0
CUST00348,34,Male,Bangalore,Beauty & Personal Care,Online App,UPI,Bronze,1056.52,0,0.0,4.3,90,3,1,0,0
CUST00349,39,Male,Kolkata,Apparel,Website,Cash on Delivery,Platinum,150.0,1,16.8,3.0,6,9,1,1,0
CUST00350,51,Male,Kolkata,Books,Online App,Net Banking,Bronze,719.54,0,0.0,5.0,7,5,0,0,0
CUST00351,37,Female,Pune,Home & Kitchen,Online App,UPI,Bronze,3476.88,0,0.0,4.7,37,7,0,0,0
CUST00352,22,Male,Kolkata,Electronics,Online App,Cash on Delivery,Silver,1187.86,0,0.0,3.9,59,3,0,1,0
CUST00353,36,Male,Ahmedabad,Grocery,Online App,Net Banking,Silver,488.11,1,14.3,1.9,33,4,0,0,0
CUST00354,47,Female,Kolkata,Home & Kitchen,Online App,UPI,Bronze,3302.72,0,0.0,4.3,25,6,0,0,0
CUST00355,57,Male,Bangalore,Grocery,Website,UPI,Bronze,1072.77,0,0.0,5.0,3,3,0,1,0
CUST00356,20,Male,Bhopal,Electronics,In-Store,Cash on Delivery,Silver,6731.25,0,0.0,3.5,0,5,0,0,0
CUST00357,59,Male,Ahmedabad,Home & Kitchen,Online App,UPI,Silver,898.09,1,33.0,5.0,120,5,0,1,1
CUST00358,46,Male,Ahmedabad,Apparel,In-Store,Credit Card,Platinum,804.51,1,9.4,3.3,6,8,0,1,0
CUST00359,40,Female,Hyderabad,Grocery,Website,Cash on Delivery,Bronze,752.51,1,37.0,4.8,65,7,0,0,0
CUST00360,26,Female,Bhopal,Home & Kitchen,In-Store,Cash on Delivery,Silver,1595.24,1,32.5,2.3,46,7,0,0,0
CUST00361,18,Female,Delhi,Beauty & Personal Care,Online App,Cash on Delivery,Silver,483.49,1,37.9,3.9,5,8,1,0,0
CUST00362,25,Male,Pune,Grocery,Website,Debit Card,Gold,741.82,0,0.0,4.2,18,7,0,0,0
CUST00363,47,Female,Mumbai,Apparel,Online App,Credit Card,Silver,596.22,1,19.1,4.6,131,8,0,1,0
CUST00364,40,Male,Mumbai,Books,Website,Debit Card,Gold,413.33,0,0.0,5.0,85,6,0,0,0
CUST00365,48,Female,Ahmedabad,Grocery,Website,UPI,Platinum,657.52,0,0.0,4.4,5,9,0,1,0
CUST00366,43,Female,Pune,Books,Online App,UPI,Bronze,641.73,0,0.0,5.0,14,6,0,1,0
CUST00367,33,Female,Mumbai,Sports & Fitness,Website,UPI,Bronze,1959.46,0,0.0,2.7,33,7,0,1,1
CUST00368,20,Male,Bangalore,Apparel,In-Store,Credit Card,Gold,454.35,0,0.0,5.0,24,8,0,1,0
CUST00369,42,Male,Pune,Home & Kitchen,In-Store,Cash on Delivery,Bronze,2092.59,1,28.8,3.5,10,2,0,0,1
CUST00370,32,Female,Bangalore,Grocery,Website,Cash on Delivery,Bronze,834.07,0,0.0,4.5,8,4,1,1,0
CUST00371,18,Male,Pune,Electronics,Online App,Credit Card,Gold,4821.26,1,12.5,5.0,57,3,0,0,0
CUST00372,18,Male,Pune,Books,Online App,UPI,Gold,675.51,1,28.9,3.5,18,5,0,0,0
CUST00373,37,Male,Jaipur,Grocery,Online App,Debit Card,Silver,693.76,1,29.9,4.2,63,7,0,0,0
CUST00374,33,Female,Chennai,Beauty & Personal Care,Online App,Net Banking,Bronze,1139.29,0,0.0,3.4,18,1,0,0,1
CUST00375,25,Male,Bhopal,Books,In-Store,Debit Card,Silver,313.25,1,14.9,2.3,24,7,0,0,0
CUST00376,39,Female,Pune,Books,Online App,Debit Card,Bronze,262.34,1,36.2,2.8,8,4,0,0,1
CUST00377,39,Male,Mumbai,Grocery,In-Store,Cash on Delivery,Silver,569.01,0,0.0,3.2,139,4,0,0,1
CUST00378,34,Female,Pune,Home & Kitchen,In-Store,Net Banking,Bronze,2055.39,0,0.0,4.1,15,6,0,0,0
CUST00379,49,Male,Chennai,Books,Website,Cash on Delivery,Silver,452.94,0,0.0,4.6,7,4,1,0,0
CUST00380,48,Female,Bangalore,Grocery,Website,Cash on Delivery,Bronze,592.81,0,0.0,3.8,8,6,0,0,0
CUST00381,47,Male,Chennai,Books,Online App,Debit Card,Bronze,184.31,1,19.7,3.6,125,7,1,0,1
CUST00382,30,Female,Ahmedabad,Grocery,Online App,UPI,Gold,783.33,1,38.1,2.9,75,3,0,1,0
CUST00383,47,Male,Kolkata,Sports & Fitness,Online App,UPI,Gold,3005.21,0,0.0,3.0,78,4,1,0,0
CUST00384,49,Female,Bangalore,Home & Kitchen,In-Store,Credit Card,Gold,3340.54,0,0.0,2.9,1,4,0,0,0
CUST00385,28,Male,Mumbai,Beauty & Personal Care,Online App,Credit Card,Silver,804.95,0,0.0,2.9,16,9,0,1,0
CUST00386,33,Male,Jaipur,Beauty & Personal Care,Website,Net Banking,Silver,811.35,0,0.0,4.4,20,7,0,0,0
CUST00387,42,Female,Mumbai,Home & Kitchen,Website,Cash on Delivery,Bronze,1467.22,1,26.9,3.8,18,11,0,1,0
CUST00388,42,Female,Pune,Apparel,Online App,Cash on Delivery,Silver,1276.63,0,0.0,4.4,60,6,0,0,0
CUST00389,48,Female,Ahmedabad,Books,Website,Cash on Delivery,Bronze,196.77,1,39.8,4.4,35,8,0,1,0
CUST00390,25,Female,Hyderabad,Apparel,In-Store,Net Banking,Bronze,1228.69,0,0.0,4.8,55,4,1,0,0
CUST00391,44,Male,Jaipur,Sports & Fitness,Online App,Debit Card,Gold,2132.99,1,18.1,2.8,58,9,0,1,0
CUST00392,35,Male,Jaipur,Electronics,Website,UPI,Bronze,5182.48,0,0.0,5.0,22,7,0,0,0
CUST00393,39,Female,Ahmedabad,Books,Online App,UPI,Bronze,299.83,1,28.2,5.0,9,3,0,1,0
CUST00394,40,Male,Kolkata,Grocery,In-Store,Cash on Delivery,Gold,495.14,0,0.0,5.0,137,6,0,0,0
CUST00395,61,Male,Jaipur,Apparel,Website,Cash on Delivery,Platinum,1801.26,0,0.0,2.9,21,11,0,0,0
CUST00396,37,Female,Hyderabad,Books,In-Store,Debit Card,Bronze,195.79,0,0.0,4.0,73,4,0,0,0
CUST00397,18,Female,Bangalore,Electronics,Website,UPI,Gold,5851.98,0,0.0,2.0,60,4,0,0,0
CUST00398,34,Female,Pune,Beauty & Personal Care,Online App,Credit Card,Gold,861.8,1,17.6,5.0,4,6,0,0,0
CUST00399,28,Male,Delhi,Grocery,Website,UPI,Bronze,877.33,0,0.0,3.9,65,3,0,0,0
CUST00400,18,Female,Jaipur,Home & Kitchen,In-Store,UPI,Bronze,2130.42,0,0.0,3.4,83,3,0,0,0
CUST00401,18,Female,Pune,Grocery,Online App,Net Banking,Gold,919.41,1,32.9,3.3,20,9,0,1,0
CUST00402,30,Male,Bangalore,Electronics,Online App,Cash on Delivery,Silver,3043.11,1,20.3,4.8,17,6,0,1,0
CUST00403,36,Male,Bangalore,Beauty & Personal Care,In-Store,UPI,Gold,1312.11,0,0.0,3.1,0,7,0,1,0
CUST00404,34,Male,Bhopal,Grocery,Website,Cash on Delivery,Bronze,559.65,1,35.6,5.0,95,7,0,1,1
CUST00405,23,Male,Kolkata,Books,Website,Net Banking,Bronze,346.33,1,18.5,3.8,11,4,0,0,0
CUST00406,51,Male,Mumbai,Books,In-Store,Cash on Delivery,Gold,380.1,1,35.4,3.6,10,4,0,0,0
CUST00407,34,Male,Chennai,Home & Kitchen,Online App,Credit Card,Silver,2257.51,0,0.0,4.0,110,9,0,0,0
CUST00408,24,Female,Jaipur,Beauty & Personal Care,Online App,Net Banking,Silver,1266.37,0,0.0,4.6,119,5,0,1,0
CUST00409,47,Male,Kolkata,Beauty & Personal Care,Online App,Cash on Delivery,Bronze,722.47,0,0.0,4.8,8,8,0,1,0
CUST00410,31,Female,Bhopal,Sports & Fitness,Online App,Net Banking,Platinum,1625.26,0,0.0,2.2,8,5,0,0,0
CUST00411,24,Female,Chennai,Sports & Fitness,Website,Cash on Delivery,Silver,3095.08,1,30.1,3.2,31,3,0,1,0
CUST00412,52,Male,Mumbai,Home & Kitchen,Online App,Debit Card,Silver,2150.79,0,0.0,4.2,31,10,0,1,0
CUST00413,25,Female,Bangalore,Grocery,Website,Net Banking,Bronze,690.33,1,11.6,1.9,94,6,1,0,1
CUST00414,48,Female,Hyderabad,Books,Online App,Net Banking,Bronze,372.1,1,28.5,4.6,9,5,0,1,0
CUST00415,32,Female,Jaipur,Sports & Fitness,Online App,Net Banking,Bronze,2153.88,1,24.4,3.9,8,5,0,0,0
CUST00416,37,Male,Jaipur,Apparel,Website,Credit Card,Bronze,793.75,1,26.2,3.4,1,2,0,1,1
CUST00417,19,Female,Jaipur,Books,Website,Debit Card,Bronze,798.19,0,0.0,3.8,34,10,0,1,0
CUST00418,44,Male,Kolkata,Sports & Fitness,Website,Cash on Delivery,Bronze,1975.43,1,35.1,2.9,14,5,0,1,0
CUST00419,39,Male,Hyderabad,Apparel,Website,Debit Card,Silver,150.0,1,9.6,3.1,4,6,0,1,0
CUST00420,21,Male,Bhopal,Sports & Fitness,Website,Debit Card,Gold,1569.27,1,24.7,3.9,13,8,0,1,0
CUST00421,33,Female,Bhopal,Home & Kitchen,In-Store,Net Banking,Gold,3237.09,0,0.0,2.7,35,8,0,0,0
CUST00422,39,Male,Hyderabad,Home & Kitchen,Website,Credit Card,Platinum,2125.36,1,10.1,5.0,71,6,0,1,0
CUST00423,35,Male,Bhopal,Electronics,Online App,Net Banking,Bronze,8453.2,1,30.9,4.3,38,7,0,1,0
CUST00424,33,Female,Hyderabad,Sports & Fitness,Website,Debit Card,Silver,2518.3,0,0.0,3.6,12,10,0,0,0
CUST00425,18,Female,Bhopal,Electronics,Online App,Debit Card,Bronze,2302.06,1,35.1,3.8,17,7,0,0,0
CUST00426,18,Female,Jaipur,Sports & Fitness,Website,Credit Card,Gold,2347.14,1,15.3,5.0,4,6,0,1,0
CUST00427,18,Male,Bangalore,Books,Website,Net Banking,Bronze,412.48,0,0.0,5.0,35,3,0,0,0
CUST00428,18,Female,Mumbai,Home & Kitchen,Website,Credit Card,Bronze,1342.77,1,25.9,4.5,20,6,0,1,0
CUST00429,50,Female,Ahmedabad,Grocery,Website,Debit Card,Bronze,709.16,1,23.4,4.0,20,4,1,0,0
CUST00430,35,Male,Kolkata,Sports & Fitness,Website,UPI,Bronze,2678.6,1,28.2,2.9,65,8,0,0,1
CUST00431,38,Female,Bhopal,Grocery,Website,UPI,Bronze,1135.93,0,0.0,3.7,18,6,0,1,0
CUST00432,18,Male,Mumbai,Books,In-Store,Net Banking,Platinum,280.73,1,18.5,3.4,31,7,0,0,0
CUST00433,40,Female,Bhopal,Grocery,Website,Net Banking,Bronze,890.46,1,11.7,4.2,80,5,0,1,0
CUST00434,24,Male,Bhopal,Sports & Fitness,Online App,UPI,Bronze,545.6,1,12.5,3.4,35,4,0,1,0
CUST00435,34,Male,Bhopal,Grocery,Website,Net Banking,Silver,995.1,1,31.1,3.0,47,5,0,0,0
CUST00436,33,Female,Mumbai,Electronics,Online App,Credit Card,Gold,3768.76,1,25.1,3.3,21,8,0,0,0
CUST00437,24,Female,Ahmedabad,Books,Online App,Debit Card,Bronze,276.44,1,23.7,4.9,81,7,0,1,0
CUST00438,44,Male,Delhi,Home & Kitchen,In-Store,UPI,Bronze,2089.85,1,26.2,4.7,1,5,0,1,0
CUST00439,36,Female,Kolkata,Grocery,Website,Net Banking,Bronze,870.49,0,0.0,4.1,3,8,0,1,0
CUST00440,18,Female,Bangalore,Home & Kitchen,Website,Debit Card,Platinum,1916.65,0,0.0,4.0,40,7,0,0,0
CUST00441,37,Male,Mumbai,Sports & Fitness,Website,Cash on Delivery,Silver,663.35,0,0.0,3.7,18,5,0,1,0
CUST00442,46,Female,Hyderabad,Beauty & Personal Care,In-Store,Cash on Delivery,Bronze,944.66,0,0.0,3.3,82,1,0,0,1
